String,CMC,pCMC,Temperature,Class
CCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1,0.0009099132726322518,3.041,25.0,Cationic
CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCC2)CCCC1,0.03443499307633384,1.463,25.0,Cationic
CCCCCCCC[N+]1(CCCCC1)CC#CC[N+]2(CCCCC2)CCCCCCCC,0.04775292736576909,1.321,25.0,Cationic
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,0.005296634438916581,2.276,25.0,Cationic
CCCCCCCCCC[N+]1(CCCCC1)CC#CC[N+]2(CCCCC2)CCCCCCCCCC,0.005956621435290103,2.225,25.0,Cationic
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCC2)CCCC1,0.000130016957803329,3.886,25.0,Cationic
CCCCCCCC[N+](C)(C)CCC1=CC=CC(CC[N+](C)(C)CCCCCCCC)=C1,0.022594357702209782,1.646,25.0,Cationic
CCCCCCCC[N+](C)(CCC1=CC=CC=C1CC[N+](C)(CCCCCCCC)C)C,0.02349632820848307,1.629,25.0,Cationic
CCCCCCCC[N+](C)(C)CCC1=CC=C(C=C1)CC[N+](C)(C)CCCCCCCC,0.024490632418447456,1.611,25.0,Cationic
CCCCCCCC[N+](C)(CC(C(O)C[N+](C)(CCCCCCCC)C)O)C,0.003698281797802663,2.432,25.0,Cationic
CCCCCCCCCC[N+](C)(CC(C(O)C[N+](C)(CCCCCCCCCC)C)O)C,0.0006998419960022738,3.155,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CC(C(O)C[N+](C)(CCCCCCCCCCCC)C)O)C,8.491804750363143e-05,4.071,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(CC(C(O)C[N+](C)(CCCCCCCCCCCCCCCC)C)O)C,5.000345349769783e-05,4.301,25.0,Cationic
CCCCCCCCCCC1=CC=CC=[N+]1CCCC[N+]2=C(C=CC=C2)CCCCCCCCCC.[Br-].[Br-],0.0026915348039269166,2.57,25.0,Cationic
CCCCCCCCCCCCC1=CC=CC=[N+]1CCCC[N+]2=C(C=CC=C2)CCCCCCCCCCCC.[Br-].[Br-],0.0005597576014951105,3.252,25.0,Cationic
CCCCCCCCCCC1=CC=CC=[N+]1CCCCCC[N+]2=C(C=CC=C2)CCCCCCCCCC.[Br-].[Br-],0.0019998618696327446,2.699,25.0,Cationic
CCCCCCCCCCCCC1=CC=CC=[N+]1CCCCCC[N+]2=C(C=CC=C2)CCCCCCCCCCCC.[Br-].[Br-],0.0005395106225151279,3.268,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCOCCOC[N+](C)(C)CCCCCCCCCCCC)C,0.0009204495717531712,3.036,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCOCCOCCOC[N+](C)(C)CCCCCCCCCCCC)C,0.000859013521505396,3.066,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCOCCOCCOCCOC[N+](C)(C)CCCCCCCCCCCC)C,0.0008994975815300356,3.046,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCOCCOCCOCCOCCOC[N+](C)(C)CCCCCCCCCCCC)C,0.0012302687708123812,2.91,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.004499870338721506,2.3468,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CC)C.[Br-],0.013999096265683424,1.8539,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCC)C.[Br-],0.0075006689873606865,2.1249,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCC)C.[Br-],0.0031002734419981913,2.5086,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCC)C.[Br-],0.0011000185275062205,2.9586,25.0,Cationic
CCCCCCCCCCCC[NH+](CCO)CCO.[Cl-],0.03599979270433567,1.4437,25.0,Cationic
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.00034001650580407094,3.4685,25.0,Cationic
CCCCCCCCCCOCCOCC[N+]1=CC=CC=C1.[Cl-],0.02099906703762426,1.6778,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.001299870237388604,2.8861,30.0,Cationic
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.00034001650580407094,3.4685,40.0,Cationic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,7.998342550070276e-05,4.097,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1e-05,5.0,25.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.16949939101987e-05,4.932,25.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.0183663636815596e-05,4.695,25.0,Nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1.698243652461746e-06,5.77,25.0,Nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.0989398836235245e-06,5.678,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCO,7.65596606911257e-05,4.116,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCO,8.994975815300346e-05,4.046,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCO,0.00017179083871575877,3.765,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,0.000130016957803329,3.886,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,0.00026791683248190317,3.572,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,0.0002831391995799379,3.548,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0003228494121712635,3.491,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0002798981319634363,3.553,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.00042953642676488727,3.367,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.00033962527259040855,3.469,25.0,Nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,7.498942093324559e-05,4.125,25.0,Nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,8.689604292863019e-05,4.061,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,8.689604292863019e-05,4.061,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.3995873225726178e-05,4.854,25.0,Nonionic
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCOCCO,1.1194378834671525e-05,4.951,25.0,Nonionic
CCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCO,2.0989398836235245e-06,5.678,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCO,0.00012912192736135348,3.889,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.00030408850256762797,3.517,25.0,Nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,7.498942093324559e-05,4.125,25.0,Nonionic
CN(C)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.00031988951096913973,3.495,25.0,Nonionic
CCN(CC)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0001499684835502374,3.824,25.0,Nonionic
CCCN(CCC)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.002837919028441555,2.547,25.0,Nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,7.079457843841373e-05,4.15,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCCOCCCOCCCOCCCOCCCOCCCO,7.112135136533296e-06,5.148,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCCOCCCOCCCOCCCOCCCO,1.5995580286146678e-05,4.796,25.0,Nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCCOCCCOCCCO,1.7298163592151032e-05,4.762,25.0,Nonionic
CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.9794899854086989,0.009,25.0,Nonionic
CCCCCCOCCOCCOCCOCCOCCOCCO,0.06854882264526617,1.164,25.0,Nonionic
CCCCCCCCCCOCCOCCOCCOCCO,0.0006807693586937417,3.167,25.0,Nonionic
CC(C)COCCOCCOCCOCCOCCOCCO,0.8933054837332952,0.049,25.0,Nonionic
CCC(COCCOCCOCCOCCOCCOCCO)CC,0.09638290236239705,1.016,25.0,Nonionic
CCC(CCC)COCCOCCOCCOCCOCCOCCO,0.021379620895022326,1.67,25.0,Nonionic
CCCCC(COCCOCCOCCOCCOCCOCCO)CCCC,0.002837919028441555,2.547,25.0,Nonionic
CCCCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCC,0.002978516429429191,2.526,25.0,Nonionic
CCCCCCCCOCC(O)CO,0.005794286964268809,2.237,25.0,Nonionic
CCCCCCCCC(O)CCO,0.002301441817408509,2.638,25.0,Nonionic
CCCCCCCCCCC(O)CO,0.00017988709151287873,3.745,25.0,Nonionic
CCCCCCCCCCCCC(O)CCO,1.30016957803329e-05,4.886,25.0,Nonionic
CCCCCCCCCCCCNC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,0.0005997910762555094,3.222,25.0,Nonionic
CCCCCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,0.00033962527259040855,3.469,25.0,Nonionic
CCCCCCCCC=CCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,5.105049999754065e-06,5.292,25.0,Nonionic
CCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,0.005023425895223871,2.299,25.0,Nonionic
CCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,0.006412095765851615,2.193,25.0,Nonionic
CCCCCCCCCCCC(=O)N(CCOCCOC)CCOCCOC,0.00039994474976109734,3.398,25.0,Nonionic
CCCCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,0.0005105049999754065,3.292,25.0,Nonionic
CCCCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,0.00024490632418447443,3.611,25.0,Nonionic
CCCCCCCCCCCNC(C)C(=O)OCCOCCOCCOCCO,0.00038636697705406934,3.413,25.0,Nonionic
CCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,0.00033573761424295453,3.474,25.0,Nonionic
CCCCCCCCCCCN(C)CC(=O)OCCOCCOCCOCCO,0.00029308932452503213,3.533,25.0,Nonionic
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.9991625189876533e-07,6.523,25.0,Nonionic
CCCCCCCCOCCOCCOCCOCCOCCO,0.010990058394325208,1.959,25.0,Nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.199499303149378e-06,5.921,25.0,Nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,7.603262769401823e-05,4.119,25.0,Nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCO)=O,0.0005105049999754065,3.292,25.0,Nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCO)=O,0.0006501296903430909,3.187,25.0,Nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,0.0007498942093324559,3.125,25.0,Nonionic
OCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.3014418174085088e-05,4.638,25.0,Nonionic
OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.3962527259040815e-05,4.469,25.0,Nonionic
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,0.007998342550070285,2.097,25.0,Nonionic
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,0.000299916251898765,3.523,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,0.0019998618696327446,2.699,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,7.998342550070276e-05,4.097,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,0.009794899854086991,2.009,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,0.0013995873225726178,2.854,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,0.0001499684835502374,3.824,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,8.994975815300346e-05,4.046,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,2.39883291901949e-05,4.62,25.0,Nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,1.099005839432522e-05,4.959,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,3.28095293113119e-05,4.484,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,2.7415741719278808e-05,4.562,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,2.1086281499332888e-05,4.676,25.0,Nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,3.9627803425543934e-05,4.402,25.0,Nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,3.580964371026362e-05,4.446,25.0,Nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,2.8248799749157047e-05,4.549,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(CO)O)O)O)O)=O,2.238721138568338e-05,4.65,25.0,Nonionic
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(COCC(COCC(CO)O)O)O)O)O)O)=O,2.798981319634363e-05,4.553,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCC,0.11994993031493788,0.921,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCCC,0.05794286964268809,1.237,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCCCC,0.01,2.0,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCCCCC,0.017988709151287873,1.745,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCCCCCC,0.004395416154378243,2.357,25.0,Nonionic
OCC(O)C(O)C(O)COCOCCCCCCCCC,0.0017988709151287874,2.745,25.0,Nonionic
OCC(O)C(O)C(O)COCCCC,0.05794286964268809,1.237,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCC,0.038018939632056124,1.42,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCC,0.009397233105646375,2.027,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCCC,0.009204495717531713,2.036,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCCCC,0.0066988460941652655,2.174,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCCCCC,0.0020989398836235244,2.678,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCCCCCC,0.0008090958991783822,3.092,25.0,Nonionic
OCC(O)C(O)C(O)COCCCCCCCCCCC,0.000299916251898765,3.523,25.0,Nonionic
OCC(C(C(CSCCCC)O)O)O,0.1798870915128788,0.745,25.0,Nonionic
OCC(C(C(CSCCCCC)O)O)O,0.0460256573581356,1.337,25.0,Nonionic
OCC(C(C(CSCCCCCC)O)O)O,0.01599558028614669,1.796,25.0,Nonionic
CCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,0.0015995580286146695,2.796,25.0,Nonionic
CCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,0.0002301441817408509,3.638,25.0,Nonionic
CCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,0.00013995873225726177,3.854,25.0,Nonionic
CCCCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,0.00019998618696327449,3.699,25.0,Nonionic
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,6.698846094165258e-05,4.174,25.0,Nonionic
CCCCCCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,3.801893963205613e-06,5.42,25.0,Nonionic
CCCCCCCCN(CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O)CCN(CCCCCCCC)CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O,5.199959965335162e-06,5.284,25.0,Nonionic
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(OC1O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)CO)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O[C@H]2O[C@H]([C@H]([C@@H]([C@@H]2O)O)O)CO)C(O)CO)=O,0.000130016957803329,3.886,25.0,Nonionic
OCC(C(O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(C(C(NCCCCN(CCCCCCCCCCCC)CCN(CCCCCCCCCCCC)CCCCNC(C(C(C(OC2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)C(CO)O)O)O)=O)=O)O)O)O,8.892011178579481e-06,5.051,25.0,Nonionic
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](CO)O1,0.007194489780036998,2.143,25.0,Nonionic
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(CCC(OC[C@H]2O[C@@H]([C@@H](C([C@@H]2O)O)O)OCCCC)=O)=O)O)O)O,0.01309181922999407,1.883,25.0,Nonionic
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](COC(CCCC(OC[C@H]2O[C@H](OCCCC)[C@H](O)C(O)[C@@H]2O)=O)=O)O1,0.0021428906011200584,2.669,25.0,Nonionic
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(C(C=C2)=CC=C2C(OC[C@H]3O[C@@H]([C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)O)O)O,0.003097419299216581,2.509,25.0,Nonionic
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,0.015812480392703835,1.801,25.0,Nonionic
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,0.10990058394325211,0.959,25.0,Nonionic
CCCCOC1C(OC(C(C=C2)=CC=C2C(OC3C(O[C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)[C@H](C([C@H](O1)O)O)O,0.013001695780332907,1.886,25.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,7.956095729300209e-05,4.0993,25.0,Nonionic
CCCCCCCCCCCCCCCCOCCOCCO,6.700388738077565e-08,7.1739,25.0,Nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,7.000031591308975e-06,5.1549,25.0,Nonionic
CCCCCCCCCCCCCCCCCCOCCOCCO,2.4997697021785077e-07,6.6021,25.0,Nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.9998531811907935e-06,5.5229,25.0,Nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.700330022189602e-06,5.2441,25.0,Nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.900317844750656e-06,5.4089,25.0,Nonionic
CCCCCCCC/C=C/CCCCCCCCOCCOCCO,0.02484276893696803,1.6048,25.0,Nonionic
CCCCCCCC/C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0009399397147667809,3.0269,25.0,Nonionic
CCCCCCCCCCCCCCCCCOCOCCOCCOCCOCCOCCOCCOCCOCCO,0.00037299241475247336,3.4283,25.0,Nonionic
OCCOC1C(OCCO)C(C(COCCOC(CCCCCCCCCCC)=O)OCCO)OC1,5.000345349769783e-05,4.301,25.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCO,6.915124443319215e-05,4.1602,25.0,Nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,8.070491789118663e-05,4.0931,25.0,Nonionic
FC(C(F)(C(F)(C(F)(C(F)(F)C(F)(CCOCCOCCOCCOCCO)F)F)F)F)(F)F,0.0006099580958722386,3.2147,20.0,Nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCO)=O,0.0005105049999754065,3.292,25.0,Nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCO)=O,0.0006501296903430909,3.187,25.0,Nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,0.0007498942093324559,3.125,25.0,Nonionic
O[C@H](CCCCCCCC)[C@@H](CO)O,0.005799626158196422,2.2366,25.0,Nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,0.01999861869632744,1.699,25.0,Nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,0.006000673538641164,2.2218,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,0.015999263828685984,1.7959,25.0,Nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCC,0.0002499769702178508,3.6021,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,0.0007000031591308969,3.1549,25.0,Nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,5.000345349769783e-05,4.301,25.0,Nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,0.00019998618696327449,3.699,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCC,0.05799626158196425,1.2366,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCC,0.038001435294158586,1.4202,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCC,0.009399397147667809,2.0269,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCC,0.00920025786648233,2.0362,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCC,0.006700388738077558,2.1739,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCCC,0.0020999067037624263,2.6778,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCC)=O,0.12000518202042655,0.9208,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCC)=O,0.05799626158196425,1.2366,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCC)=O,0.01,2.0,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCC)=O,0.01800113960418011,1.7447,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCC)=O,0.0044004794783598375,2.3565,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCCC)=O,0.0018001139604180113,2.7447,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCC,0.18001139604180108,0.7447,25.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCC,0.04600446663934781,1.3372,25.0,Nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCC,0.012000518202042652,1.9208,20.0,Nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCC,0.0012000518202042658,2.9208,20.0,Nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCCCC,0.00040003685104612505,3.3979,20.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCC,0.01800113960418011,1.7447,20.0,Nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCCCC,0.0018001139604180113,2.7447,20.0,Nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCC)O)C(O1)=O,0.006700388738077558,2.1739,20.0,Nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,0.0004799544249319445,3.3188,20.0,Nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,3.299894079108352e-05,4.4815,20.0,Nonionic
O[C@H]([C@H]([C@H]1CSCCCCCC)O)C(O1)=O,0.005000345349769783,2.301,20.0,Nonionic
O[C@H]([C@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,0.0005300294488357958,3.2757,20.0,Nonionic
